Vehicle_Age_Years,Odometer_Reading_km,Ambient_Temperature_C,Engine_Temp_C,Engine_RPM,Oil_Pressure_psi,Coolant_Level_pct,Battery_Voltage_V,Mass_Airflow_Rate_gs,Throttle_Position_pct,Brake_Pad_Wear_pct,Tire_Pressure_psi,Vibration_Level_mm_s,Fuel_Consumption_L_100km,km_per_year,temp_difference,Brand_Hyundai,Brand_Mahindra,Brand_Maruti Suzuki,Brand_Tata,Model_Baleno,Model_City,Model_Creta,Model_Dzire,Model_Harrier,Model_Nexon,Model_Scorpio,Model_Swift,Model_Thar,Model_Tiago,Model_Venue,Model_Wagon R,Model_XUV300,Model_i10
14,164476,32.8,104.3,1175.0,48.7,87.9,13.1,8.7,49.1,34.4,31.4,2.8,5.8,10965.066666666668,71.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,20788,28.1,97.2,1215.0,38.0,98.3,14.1,10.9,46.5,92.6,32.9,2.6,11.9,6929.333333333333,69.1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
10,116580,38.1,102.7,2199.0,67.9,84.4,12.4,9.4,45.0,52.2,31.0,1.0,8.8,10598.181818181818,64.6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3,32762,35.1,98.9,978.0,47.9,82.8,13.1,4.6,37.4,66.8,31.1,2.4,8.3,8190.5,63.800000000000004,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,8814,23.5,92.3,1441.0,35.7,87.9,14.4,10.0,22.9,36.3,34.4,3.1,8.9,4407.0,68.8,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,8814,41.4,89.2,1754.0,48.0,92.9,14.3,14.6,29.9,38.3,33.3,3.7,9.2,4407.0,47.800000000000004,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,32762,32.5,91.5,1919.0,63.2,93.3,13.0,4.9,24.1,61.4,33.7,3.5,8.1,8190.5,59.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
14,164476,13.7,106.0,2333.0,50.8,77.4,13.8,11.6,29.4,77.8,33.2,0.9,5.3,10965.066666666668,92.3,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,8814,34.9,90.0,2290.0,45.8,86.9,14.2,5.5,38.9,57.4,33.4,1.1,7.5,4407.0,55.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
13,152502,38.3,100.4,1906.0,40.1,85.1,12.7,9.3,32.3,70.7,32.8,2.8,11.2,10893.0,62.10000000000001,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
6,68684,38.5,89.0,836.0,37.9,80.7,12.6,7.9,35.3,63.9,31.5,3.8,11.4,9812.0,50.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
14,164476,43.6,99.3,2392.0,22.7,78.3,12.9,4.1,59.7,49.6,31.6,3.3,9.5,10965.066666666668,55.699999999999996,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
10,116580,16.7,88.5,2436.0,62.8,89.4,13.2,11.7,45.6,31.5,34.7,0.6,11.0,10598.181818181818,71.8,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,20788,15.3,105.8,1132.0,66.0,81.0,13.4,5.9,52.9,79.1,32.1,1.4,9.1,6929.333333333333,90.5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
9,104606,22.9,95.5,1952.0,28.9,94.1,13.3,14.9,57.8,63.5,34.8,3.5,8.0,10460.6,72.6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,8814,31.3,112.0,851.0,30.2,85.1,13.4,9.3,30.0,85.0,34.4,2.8,7.0,4407.0,80.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
14,164476,23.7,89.9,854.0,46.5,77.9,14.5,3.7,54.2,66.6,33.1,1.2,9.1,10965.066666666668,66.2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
5,56710,43.6,92.1,1728.0,56.2,94.3,13.1,5.6,56.6,88.3,34.2,2.0,7.2,9451.666666666666,48.49999999999999,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3,32762,30.5,89.1,1708.0,40.4,74.8,13.0,6.6,47.3,99.3,34.9,2.8,8.1,8190.5,58.599999999999994,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
10,116580,19.9,98.4,800.0,40.5,88.0,12.8,9.9,27.3,85.4,33.7,1.4,11.2,10598.181818181818,78.5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
4,44736,32.9,105.2,951.0,36.2,86.2,12.1,6.4,25.1,78.1,31.1,1.5,5.5,8947.2,72.30000000000001,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
12,140528,13.6,103.3,873.0,62.0,99.1,12.6,3.1,41.0,95.4,32.5,1.1,9.9,10809.846153846154,89.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
11,128554,43.8,88.9,1893.0,53.6,93.8,13.5,3.6,51.5,59.4,34.7,3.8,10.8,10712.833333333334,45.10000000000001,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
13,152502,36.5,90.0,1403.0,62.2,99.3,13.9,12.1,47.6,48.7,33.0,3.8,11.3,10893.0,53.5,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
12,140528,13.9,92.5,1632.0,39.2,76.8,13.5,4.8,16.0,64.7,33.5,2.8,8.6,10809.846153846154,78.6,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
13,152502,19.9,105.8,1838.0,34.7,83.1,12.6,5.9,38.9,67.6,34.7,1.2,10.5,10893.0,85.9,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
13,152502,17.4,103.0,2132.0,43.8,84.4,13.4,4.7,24.0,70.3,33.5,1.7,6.8,10893.0,85.6,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
10,116580,25.6,99.8,1053.0,47.0,86.4,13.1,6.4,52.3,67.9,28.749999999999996,1.4,6.2,10598.181818181818,74.19999999999999,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,8814,33.5,97.7,873.0,55.6,87.2,12.6,7.0,25.3,52.0,31.5,1.0,8.5,4407.0,64.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2,20788,38.5,91.1,1683.0,36.3,72.2,14.2,9.7,21.9,97.9,28.749999999999996,1.3,9.8,6929.333333333333,52.599999999999994,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
7,80658,18.9,95.2,1798.0,43.6,94.8,14.1,3.9,21.5,64.7,31.3,1.5,8.0,10082.25,76.30000000000001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
14,164476,12.5,101.9,1989.0,57.2,71.2,13.7,10.7,15.5,34.8,31.0,3.1,8.0,10965.066666666668,89.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6,68684,35.1,97.8,2460.0,43.0,77.9,13.6,4.0,51.0,78.3,33.1,3.8,9.2,9812.0,62.699999999999996,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
10,116580,30.0,89.1,1639.0,48.3,87.7,12.7,9.4,29.6,52.7,31.6,2.2,5.9,10598.181818181818,59.099999999999994,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3,32762,32.0,100.9,2196.0,40.9,76.3,13.5,10.8,15.2,94.4,32.5,3.3,10.7,8190.5,68.9,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5,56710,28.2,91.8,1309.0,55.1,75.4,12.7,9.5,26.2,58.7,34.5,3.1,5.0,9451.666666666666,63.599999999999994,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,8814,38.7,92.0,1496.0,40.4,85.1,14.0,9.3,17.3,46.3,33.3,3.6,7.6,4407.0,53.3,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
11,128554,11.4,100.4,1788.0,30.4,90.2,14.1,19.0,18.5,35.8,33.6,3.7,11.2,10712.833333333334,89.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
13,152502,22.8,89.2,737.0,37.2,92.4,14.5,13.2,50.7,56.2,31.6,0.7,5.9,10893.0,66.4,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
8,92632,13.1,100.2,2429.0,32.2,81.9,14.5,8.4,39.4,72.5,34.9,2.6,11.8,10292.444444444445,87.10000000000001,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
11,128554,30.0,96.9,1962.0,35.2,82.3,13.0,11.3,25.6,74.2,34.8,1.2,8.7,10712.833333333334,66.9,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
7,80658,29.1,94.0,770.0,56.1,77.9,13.9,3.5,23.1,67.2,31.1,1.7,6.7,10082.25,64.9,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
5,56710,19.5,105.8,1432.0,63.0,90.6,14.0,7.1,32.4,61.2,33.5,0.5,6.1,9451.666666666666,86.3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
11,128554,39.5,100.3,2303.0,49.7,97.7,13.3,14.8,45.1,72.4,34.1,2.8,8.5,10712.833333333334,60.8,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,20788,44.4,97.3,1723.0,59.8,83.1,13.3,11.8,43.8,58.4,34.5,1.5,7.7,6929.333333333333,52.9,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,20788,24.9,88.6,1781.0,51.1,71.7,13.5,11.8,34.6,95.0,33.5,0.7,7.1,6929.333333333333,63.699999999999996,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
7,80658,21.8,98.3,2252.0,56.2,75.3,14.1,5.5,44.3,87.9,31.5,3.0,6.1,10082.25,76.5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
11,128554,30.9,105.3,2157.0,46.4,85.5,13.5,9.4,42.3,82.1,35.0,2.0,6.2,10712.833333333334,74.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,80658,17.5,89.5,1919.0,44.2,80.1,12.7,3.9,25.6,86.6,34.5,3.4,7.3,10082.25,72.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
5,56710,28.0,92.9,1455.0,33.8,70.6,13.7,12.9,24.2,87.0,34.1,2.4,8.3,9451.666666666666,64.9,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
11,128554,10.5,97.2,1201.0,49.4,74.6,13.3,9.2,19.4,41.0,28.749999999999996,1.4,11.7,10712.833333333334,86.7,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
13,152502,32.9,91.0,1851.0,60.6,84.8,12.8,10.6,22.7,35.2,34.4,1.4,6.6,10893.0,58.1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
11,128554,35.8,103.3,1573.0,30.8,89.6,14.0,6.4,53.0,84.8,34.0,3.1,11.9,10712.833333333334,67.5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
12,140528,33.5,100.0,1548.0,52.3,86.2,12.5,6.8,35.5,66.4,31.4,2.8,11.4,10809.846153846154,66.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,80658,19.1,103.9,820.0,48.6,92.9,12.7,8.0,57.1,93.3,32.2,0.6,5.7,10082.25,84.80000000000001,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
13,152502,16.8,90.1,906.0,59.0,76.0,12.8,3.7,39.0,51.7,34.7,3.5,5.3,10893.0,73.3,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
12,140528,21.6,99.0,2241.0,64.8,83.0,13.9,11.7,46.9,43.6,34.0,1.7,10.9,10809.846153846154,77.4,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
5,56710,26.6,102.0,2053.0,56.0,84.4,12.9,10.8,16.2,86.9,33.2,0.6,10.5,9451.666666666666,75.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3,32762,35.5,101.2,1585.0,51.7,91.1,14.2,9.8,45.5,16.7,32.9,1.1,7.9,8190.5,65.7,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,8814,29.5,97.5,1878.0,48.9,82.9,13.7,3.3,50.5,96.9,32.6,1.7,11.0,4407.0,68.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
3,32762,34.5,102.3,1903.0,45.3,89.5,13.3,4.6,39.2,30.1,34.5,3.9,10.7,8190.5,67.8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
13,152502,35.0,92.0,1967.0,30.6,86.7,13.3,16.2,18.2,70.5,32.6,2.3,11.6,10893.0,57.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
7,80658,16.4,95.9,1545.0,57.1,74.7,13.7,11.4,58.9,91.0,34.7,1.3,11.2,10082.25,79.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,8814,38.6,99.1,1874.0,40.4,83.1,13.6,5.5,42.1,43.2,31.5,3.1,8.4,4407.0,60.49999999999999,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
9,104606,23.1,102.1,1694.0,63.6,85.1,13.9,9.3,35.4,37.4,33.3,3.6,11.8,10460.6,79.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
10,116580,39.3,105.3,1709.0,62.0,92.6,14.1,8.1,24.4,59.0,33.6,3.3,11.3,10598.181818181818,66.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
6,68684,39.4,102.5,1234.0,49.7,91.6,13.4,11.8,43.9,93.0,32.8,2.3,5.4,9812.0,63.1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,8814,27.2,101.0,2105.0,38.5,89.2,13.7,14.5,38.7,65.7,32.1,1.1,9.6,4407.0,73.8,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6,68684,18.4,101.7,1614.0,28.1,98.5,13.2,14.7,59.2,95.1,33.1,1.0,6.9,9812.0,83.30000000000001,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
12,140528,36.8,88.6,888.0,29.9,82.5,14.1,7.0,54.9,80.7,34.8,3.5,7.0,10809.846153846154,51.8,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
14,164476,39.5,100.4,1251.0,48.0,72.0,14.4,10.6,57.6,70.0,34.8,3.9,9.9,10965.066666666668,60.900000000000006,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6,68684,40.3,95.6,1156.0,63.6,80.5,13.6,6.7,42.4,46.8,31.2,1.6,8.0,9812.0,55.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,140528,13.6,97.0,853.0,63.5,89.0,13.6,8.5,55.8,69.7,34.5,3.5,9.1,10809.846153846154,83.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
13,152502,26.9,94.7,2084.0,33.4,82.3,13.1,14.4,27.7,86.7,33.7,3.9,8.9,10893.0,67.80000000000001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
12,140528,31.7,92.8,2216.0,46.3,96.1,13.1,3.9,59.1,98.4,33.3,3.5,11.1,10809.846153846154,61.099999999999994,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,32762,29.5,91.5,2339.0,33.5,85.1,13.2,9.3,50.7,54.3,35.0,2.8,9.6,8190.5,62.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14,164476,36.9,92.7,832.0,47.3,81.6,12.7,10.5,17.2,60.1,31.4,0.9,6.8,10965.066666666668,55.800000000000004,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6,68684,42.6,91.4,1113.0,30.1,76.4,14.0,13.8,15.3,68.5,32.7,2.2,10.4,9812.0,48.800000000000004,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
13,152502,16.7,95.5,2390.0,38.2,86.1,14.3,4.9,37.9,88.2,33.6,3.1,8.9,10893.0,78.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
12,140528,19.5,101.0,1033.0,58.0,85.8,12.6,13.9,50.1,51.5,31.5,1.6,5.4,10809.846153846154,81.5,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3,32762,34.1,90.6,1991.0,62.4,91.5,12.9,13.2,31.1,59.6,32.5,2.7,8.7,8190.5,56.49999999999999,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
11,128554,15.7,102.0,1381.0,31.7,94.9,12.6,6.6,50.8,38.8,34.9,3.4,11.4,10712.833333333334,86.3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
11,128554,39.2,93.6,1907.0,62.1,92.4,13.7,10.8,30.9,75.3,33.2,3.6,11.1,10712.833333333334,54.39999999999999,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2,20788,42.1,95.6,2923.0,38.3,80.8,14.3,10.1,55.3,69.0,33.5,2.7,6.3,6929.333333333333,53.49999999999999,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
12,140528,23.3,94.6,1727.0,40.0,99.7,12.4,9.9,41.3,62.7,33.2,2.1,9.1,10809.846153846154,71.3,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
9,104606,32.6,98.3,913.0,31.6,84.5,13.0,12.2,59.6,50.0,31.9,3.8,10.0,10460.6,65.69999999999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,68684,42.3,105.8,1133.0,47.4,97.4,13.2,7.3,17.1,74.7,32.5,3.0,7.1,9812.0,63.5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
13,152502,28.4,103.4,2360.0,59.8,93.4,13.7,3.4,46.6,63.1,33.4,0.9,9.2,10893.0,75.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
13,152502,25.6,102.0,1078.0,59.7,85.1,13.4,9.3,46.7,96.2,32.0,1.5,10.7,10893.0,76.4,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4,44736,11.6,116.19999999999999,1663.0,37.4,72.2,14.3,6.5,39.8,86.5,32.0,3.1,6.0,8947.2,104.6,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
10,116580,35.5,95.7,919.0,45.4,81.9,13.0,11.4,30.2,54.5,28.749999999999996,3.9,7.7,10598.181818181818,60.2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
8,92632,28.6,100.0,974.0,61.7,98.4,12.7,9.4,27.9,83.3,34.8,1.2,6.1,10292.444444444445,71.4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
9,104606,21.1,92.6,875.0,45.7,85.2,12.9,4.0,58.1,83.6,32.0,2.2,6.0,10460.6,71.5,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
12,140528,11.6,104.8,1859.0,46.1,77.1,13.9,7.1,52.3,51.4,34.5,3.8,5.2,10809.846153846154,93.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
14,164476,23.7,103.2,1919.0,31.0,94.6,12.9,9.1,51.9,77.6,31.2,2.4,6.9,10965.066666666668,79.5,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,32762,43.6,95.2,2257.0,31.1,97.8,13.4,10.9,47.3,80.5,31.2,2.9,7.3,8190.5,51.6,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5,56710,32.6,102.0,2384.0,37.2,98.2,13.9,3.9,58.2,84.7,28.749999999999996,3.6,9.3,9451.666666666666,69.4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
4,44736,39.8,97.6,1119.0,45.6,96.3,13.7,11.9,42.9,43.9,32.9,2.7,8.6,8947.2,57.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6,68684,22.3,97.1,737.0,57.1,85.1,13.4,9.3,39.8,69.2,33.2,1.5,7.5,9812.0,74.8,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
9,104606,14.6,88.7,1354.0,48.7,79.1,12.4,14.0,56.6,68.6,31.5,2.2,7.5,10460.6,74.10000000000001,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,8814,13.1,92.0,1957.0,57.7,75.0,13.1,8.5,37.3,61.8,32.5,1.0,8.4,4407.0,78.9,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2,20788,21.0,99.5,1265.0,64.2,92.8,13.5,13.9,50.5,57.2,31.5,1.2,10.8,6929.333333333333,78.5,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,8814,37.3,104.3,2008.0,30.2,75.1,12.8,8.3,50.3,73.7,34.6,1.6,8.7,4407.0,67.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
14,164476,23.8,88.4,1038.0,44.3,93.9,13.9,9.8,25.4,32.7,34.1,0.6,10.1,10965.066666666668,64.60000000000001,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,20788,14.0,95.6,1093.0,67.5,95.8,11.7,11.7,57.0,48.4,33.8,2.9,9.8,6929.333333333333,81.6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
8,92632,11.6,90.8,934.0,63.1,85.1,13.5,9.3,50.3,48.6,31.8,3.5,11.6,10292.444444444445,79.2,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,8814,35.4,103.8,2368.0,57.2,76.6,13.6,8.1,26.5,63.5,31.9,0.6,11.1,4407.0,68.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,56710,33.8,98.1,821.0,67.1,78.6,12.8,3.2,33.3,37.3,32.4,0.6,10.8,9451.666666666666,64.3,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,20788,15.1,101.1,1278.0,39.7,85.1,13.4,9.3,57.2,54.4,32.0,3.0,11.6,6929.333333333333,86.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
10,116580,13.0,88.2,2239.0,65.1,96.8,12.8,10.5,16.2,53.9,33.0,0.6,6.2,10598.181818181818,75.2,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,8814,43.9,90.3,928.0,42.6,98.7,13.1,11.7,46.7,95.6,31.0,1.8,5.4,4407.0,46.4,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
12,140528,39.1,102.2,810.1142166194079,31.5,88.1,13.1,7.7,52.8,59.8,33.7,3.7,8.4,10809.846153846154,63.1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
11,128554,10.2,97.2,2388.0,49.9,79.3,14.3,5.4,43.6,50.5,34.9,2.5,11.6,10712.833333333334,87.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,80658,39.5,93.8,1932.0,30.9,85.8,14.5,10.0,45.3,63.9,31.6,3.2,7.5,10082.25,54.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
11,128554,21.5,89.5,1442.0,60.8,79.9,14.4,13.3,15.3,97.3,32.9,3.8,6.7,10712.833333333334,68.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7,80658,36.1,96.1,1383.0,36.3,97.2,12.9,3.0,30.7,47.0,31.3,1.2,8.2,10082.25,59.99999999999999,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
13,152502,33.0,100.0,1662.0,65.2,90.3,12.8,14.1,36.7,51.4,31.7,2.5,10.4,10893.0,67.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,20788,43.0,95.1,1075.0,61.1,76.8,13.9,12.4,56.1,83.3,32.4,0.5,10.0,6929.333333333333,52.099999999999994,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
13,152502,20.8,103.7,2129.0,39.1,78.6,13.0,12.7,51.9,31.2,33.0,3.8,9.5,10893.0,82.9,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,20788,34.4,103.9,2063.0,42.5,87.3,13.0,11.9,42.8,81.7,32.7,1.1,8.8,6929.333333333333,69.5,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
9,104606,14.8,92.1,1773.0,65.0,79.4,14.3,8.8,42.4,78.1,31.8,1.1,11.5,10460.6,77.3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
4,44736,33.8,93.6,1240.0,65.5,74.8,13.9,9.0,50.2,81.5,33.8,1.6,10.6,8947.2,59.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5,56710,35.1,100.9,1141.0,67.3,90.6,14.0,7.0,58.4,31.1,32.1,1.2,5.9,9451.666666666666,65.80000000000001,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
14,164476,41.8,93.0,1622.0,45.6,90.7,12.4,10.5,54.6,86.7,34.1,0.5,10.9,10965.066666666668,51.2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
8,92632,43.7,101.5,992.0,62.1,89.2,12.8,11.1,48.5,64.7,32.8,1.5,6.3,10292.444444444445,57.8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
8,92632,43.1,94.2,1378.0,59.8,98.3,14.3,13.7,50.5,83.1,32.3,1.1,7.8,10292.444444444445,51.1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
6,68684,28.5,95.3,1234.0,32.4,98.8,12.8,6.8,19.5,84.8,31.5,2.3,7.2,9812.0,66.8,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3,32762,21.3,91.8,2434.0,52.8,74.5,13.5,4.8,41.7,51.3,33.6,3.6,7.0,8190.5,70.5,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,8814,12.3,91.7,2065.0,49.6,87.5,14.5,11.8,46.4,37.3,33.3,2.9,9.6,4407.0,79.4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
9,104606,30.3,100.9,1839.0,58.3,86.2,12.5,6.6,55.2,79.1,34.9,3.7,5.4,10460.6,70.60000000000001,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7,80658,39.4,109.3,1996.0,67.6,81.6,13.8,14.8,29.3,73.0,34.5,3.5,7.3,10082.25,69.9,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
5,56710,13.2,89.1,2166.0,34.6,83.3,12.7,12.0,16.5,89.9,32.1,3.5,5.9,9451.666666666666,75.89999999999999,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
4,44736,21.3,94.6,2098.0,45.2,82.0,13.5,8.1,46.7,69.9,32.6,1.5,11.1,8947.2,73.3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
12,140528,12.4,93.0,1790.0,60.4,91.5,14.5,13.6,54.5,76.1,34.9,1.0,9.5,10809.846153846154,80.6,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
