Vehicle_ID,Brand,Model,Vehicle_Age_Years,Odometer_Reading_km,Ambient_Temperature_C,Engine_Temp_C,Engine_RPM,Oil_Pressure_psi,Coolant_Level_pct,Battery_Voltage_V,Mass_Airflow_Rate_gs,Throttle_Position_pct,Brake_Pad_Wear_pct,Tire_Pressure_psi,Vibration_Level_mm_s,Fuel_Consumption_L_100km,Fault_Status,Faulty_Unit,Fault_Type,Fault_Severity
DL10CYN2477,Maruti Suzuki,Baleno,10,116580,21.6,91.7,981.0,37.8,99.2,13.5,10.3,40.8,55.7,33.8,3.5,10.6,0,No Fault,No Fault,0
DL5COL6502,maruti suzuki,Baleno,6,68684,17.7,102.8,2199.0,37.6,76.3,12.8,6.7,27.5,34.2,34.8,1.7,9.8,0,No Fault,No Fault,0
DL4CNC9753,Mahindra,Scorpio,6,68684,39.7,90.6,1715.0,53.6,77.2,14.3,7.0,35.4,52.3,34.0,1.2,11.0,0,No Fault,No Fault,0
DL1CIM8940,Maruti Suzuki,Swift,10,116580,26.2,93.7,1201.0,50.0,92.5,12.8,9.1,59.9,80.8,32.0,3.3,9.6,0,No Fault,No Fault,0
DL11CJJ4024,Hyundai,Creta,11,128554,33.7,97.7,1389.0,63.0,75.8,14.3,4.0,48.8,87.5,32.1,1.8,11.9,0,No Fault,No Fault,0
DL10CQZ8153,Maruti Suzuki,Wagon R,6,68684,41.4,102.8,859.0,58.4,88.2,13.4,6.2,41.5,70.0,31.4,3.5,10.7,0,No Fault,No Fault,0
DL7CNU7412,Maruti Suzuki,Dzire,14,164476,43.3,93.3,2458.0,50.2,75.4,12.8,12.0,20.9,38.3,33.5,3.9,7.2,0,No Fault,No Fault,0
DL10CIC8249,Tata,Harrier,12,140528,24.5,89.9,2041.0,28.4,99.6,13.0,12.9,17.9,98.3,32.6,3.3,5.4,0,No Fault,No Fault,0
DL5CTP4667,Mahindra,XUV300,6,68684,13.6,97.3,1984.0,37.1,93.4,13.4,8.1,58.5,57.1,33.4,2.7,10.0,0,No Fault,No Fault,0
DL11CTW8800,Hyundai,Venue,7,80658,12.8,94.7,1712.0,67.2,77.0,13.0,5.3,19.1,90.2,33.2,3.7,9.0,0,No Fault,No Fault,0
DL2CPX1536,Hyundai,Creta,8,92632,45.0,103.7,856.0,39.3,91.3,14.3,14.5,20.8,59.5,33.0,2.3,8.0,0,No Fault,No Fault,0
DL1CFL3580,Maruti Suzuki,Dzire,2,20788,36.4,90.9,1792.0,31.7,83.2,13.2,6.0,55.6,93.6,32.8,2.7,10.6,0,No Fault,No Fault,0
DL9CFE5282,Hyundai,Venue,4,44736,16.7,92.5,1170.0,33.8,95.9,12.8,7.5,15.7,62.0,33.8,1.8,8.4,0,No Fault,No Fault,0
DL3CMV2808,Tata,Harrier,7,80658,34.1,89.2,813.0,58.9,73.1,14.1,11.0,53.4,94.1,33.4,3.3,7.8,0,No Fault,No Fault,0
DL8CCQ6086,Mahindra,XUV300,8,92632,29.1,95.4,1442.0,37.6,76.4,13.0,5.0,25.8,15.4,32.1,1.1,10.6,1,Brake System,Worn Brakes,3
DL6CIY1225,Hyundai,i10,12,140528,12.1,111.8,1018.0,31.1,93.9,14.5,12.9,21.8,40.8,31.4,2.1,8.5,1,Cooling System,Overheating,7
DL5CDI4297,tata,Nexon,13,152502,21.5,104.0,2104.0,41.4,,12.7,,45.8,49.5,32.9,1.1,9.7,0,No Fault,No Fault,0
DL5CWG7204,Mahindra,Scorpio,4,44736,20.0,88.1,1679.0,54.3,83.9,13.8,11.6,27.1,57.2,33.1,1.7,9.9,0,No Fault,No Fault,0
DL3CVC4990,Mahindra,XUV300,2,20788,24.2,96.5,1297.4013523962417,48.0,91.3,12.7,14.2,42.5,71.3,32.2,2.7,10.2,1,Fuel System,Fuel Injector Clog,4
DL6CQI9618,Maruti Suzuki,Swift,5,56710,20.1,88.1,1720.0,35.4,89.0,12.9,8.2,50.0,30.9,33.2,1.1,9.2,0,No Fault,No Fault,0
DL5CYE6538,Maruti Suzuki,Dzire,8,92632,36.1,89.6,1947.0,49.8,94.2,14.0,17.1,18.0,67.5,33.0,2.2,8.3,1,Sensors,MAF Sensor Failure,4
DL7CVG1248,Tata,Nexon,6,68684,14.4,97.2,1623.0,54.5,83.5,13.0,6.3,51.9,40.1,31.3,3.7,6.9,0,No Fault,No Fault,0
DL5CQP5823,Hyundai,Creta,5,56710,24.4,108.6,2267.0,54.1,97.5,14.3,7.0,42.5,57.1,32.2,1.1,11.2,1,Cooling System,Overheating,9
DL10CYK2679,Hyundai,Creta,13,152502,32.8,100.9,1406.0,59.4,80.0,12.9,10.3,60.0,30.2,33.2,3.7,9.6,0,No Fault,No Fault,0
DL1CUE7715,Mahindra,Scorpio,14,164476,27.2,94.8,2107.0,31.6,90.1,12.9,11.4,29.7,65.3,31.7,1.2,5.2,0,No Fault,No Fault,0
DL5CAI4618,Honda,City,3,32762,32.7,89.5,730.0,63.5,88.4,12.4,10.9,37.5,93.5,34.4,2.9,8.9,0,No Fault,No Fault,0
DL10CTU1906,Honda,Amaze,5,56710,23.7,88.7,2374.0,39.0,82.1,14.2,9.1,59.1,77.3,32.9,3.1,7.7,0,No Fault,No Fault,0
DL6CVG8497,Maruti Suzuki,Swift,10,116580,38.7,98.4,946.0,65.4,70.7,12.6,12.4,29.9,98.6,31.6,1.9,9.7,0,No Fault,No Fault,0
DL3CVK2337,Hyundai,Venue,9,104606,43.7,99.3,2220.0,59.2,75.2,13.1,8.1,37.2,53.9,33.8,1.4,12.0,0,No Fault,No Fault,0
DL5CYS5355,Maruti Suzuki,Dzire,1,8814,12.1,103.9,1560.0,34.9,80.1,13.2,7.2,28.6,97.8,32.1,3.1,7.4,0,No Fault,No Fault,0
DL7CXB5002,mahindra,XUV300,8,92632,24.0,90.0,2234.0,67.9,,13.5,,19.3,86.9,31.5,1.5,6.2,0,No Fault,No Fault,0
DL11CHF4149,Honda,City,14,164476,20.4,102.0,1121.0,50.5,89.9,13.5,7.8,55.3,72.9,34.4,3.4,9.3,0,No Fault,No Fault,0
DL2CFX7945,Tata,Harrier,3,32762,40.9,104.0,1484.0,59.6,70.6,13.0,10.7,45.9,36.0,31.2,1.3,9.3,0,No Fault,No Fault,0
DL10CTU9695,maruti suzuki,Dzire,10,116580,38.3,91.4,2498.0,50.1,,13.4,,38.2,49.5,32.9,3.7,5.2,0,No Fault,No Fault,0
DL5CMH1846,maruti suzuki,Dzire,11,128554,17.0,102.2,2039.0,52.4,75.9,14.0,6.1,23.5,73.9,34.7,1.1,10.0,0,No Fault,No Fault,0
DL1CIH2331,honda,City,12,140528,25.2,103.4,839.0,54.7,80.5,13.0,7.1,59.3,62.4,34.1,3.7,6.7,0,No Fault,No Fault,0
DL1CPB4668,Hyundai,Venue,3,32762,16.4,108.2,2491.0,62.4,86.0,14.1,3.9,33.7,49.3,32.5,3.1,9.7,1,Cooling System,Overheating,9
DL2CNH1468,Maruti Suzuki,Swift,1,8814,39.7,94.5,1953.0,56.2,71.9,14.3,15.0,41.6,36.2,32.9,3.7,6.5,0,No Fault,No Fault,0
DL6CUQ3677,Hyundai,Venue,1,8814,33.8,95.9,1433.0,34.0,79.3,12.9,4.3,47.1,60.1,33.0,4.0,6.0,0,No Fault,No Fault,0
DL9CEI4561,Maruti Suzuki,Wagon R,7,80658,28.4,93.9,1046.0,56.2,74.0,14.3,13.5,40.2,50.9,34.0,0.5,7.3,0,No Fault,No Fault,0
DL3CCB9654,Maruti Suzuki,Wagon R,3,32762,17.1,95.3,2031.0,30.4,82.9,12.8,8.5,21.7,70.1,33.2,2.7,9.7,0,No Fault,No Fault,0
DL6COZ6328,Hyundai,i10,2,20788,12.3,96.3,1025.0,55.0,90.1,13.9,12.0,54.1,51.6,32.4,2.2,7.9,0,No Fault,No Fault,0
DL4CQQ2124,Maruti Suzuki,Wagon R,9,104606,26.7,90.1,956.0,63.0,74.6,14.2,16.9,39.8,96.8,31.4,0.9,5.2,1,Sensors,MAF Sensor Failure,4
DL11CDP6161,Tata,Nexon,4,44736,22.5,98.3,1011.0,65.5,77.7,13.7,4.6,32.1,98.2,34.5,3.8,6.1,0,No Fault,No Fault,0
DL9CIL1354,Maruti Suzuki,Wagon R,2,20788,31.4,95.3,1921.0,49.8,88.3,13.2,4.4,52.6,86.3,32.2,0.6,7.4,0,No Fault,No Fault,0
DL11CSL5260,Tata,Harrier,2,20788,32.4,97.8,1789.0,36.6,75.6,13.3,8.5,59.6,78.5,33.2,1.1,5.2,0,No Fault,No Fault,0
DL12CCO3962,Hyundai,i10,10,116580,24.7,104.6,1016.0,31.4,79.0,14.4,6.8,22.7,33.0,34.0,2.3,11.5,0,No Fault,No Fault,0
DL7CUX7169,maruti suzuki,Dzire,12,140528,19.7,99.1,1340.0,47.6,,14.0,,51.2,88.9,34.0,3.0,11.0,0,No Fault,No Fault,0
DL6CGI1891,Maruti Suzuki,Swift,8,92632,39.3,89.2,1204.0,48.7,99.4,14.4,7.7,32.6,84.2,34.7,0.9,5.1,0,No Fault,No Fault,0
DL7CXM4192,Maruti Suzuki,Wagon R,13,152502,37.6,93.9,2172.0,52.5,91.8,12.9,9.7,44.4,9.8,33.7,2.8,11.6,1,Brake System,Worn Brakes,5
DL5CPH6028,Tata,Harrier,2,20788,44.0,96.7,1972.0,52.2,98.5,14.3,9.3,45.4,66.5,32.8,3.4,5.7,0,No Fault,No Fault,0
DL6CEW3944,Mahindra,XUV300,13,152502,33.7,98.7,1820.0,67.5,94.7,13.4,13.3,23.3,35.2,32.9,1.8,6.3,0,No Fault,No Fault,0
DL6CZI2314,tata,Tiago,3,32762,41.9,105.2,1820.0,53.8,,13.8,,47.0,68.8,34.7,0.8,11.8,0,No Fault,No Fault,0
DL3CRC9988,Mahindra,Scorpio,6,68684,38.8,101.0,1533.0,50.3,88.5,12.9,13.7,18.6,65.3,33.2,2.8,6.4,0,No Fault,No Fault,0
DL1CBC9565,Mahindra,Scorpio,14,164476,41.5,88.5,1503.0,37.3,76.9,13.2,11.7,42.6,62.4,32.2,3.6,9.1,0,No Fault,No Fault,0
DL12CNJ4962,Maruti Suzuki,Dzire,5,56710,26.5,90.5,2242.0,47.2,88.3,12.8,11.7,48.1,88.3,33.7,2.1,8.8,0,No Fault,No Fault,0
DL12CXM6661,Tata,Tiago,4,44736,18.4,105.7,2291.0,48.4,90.9,13.0,12.0,24.1,57.2,31.4,3.5,7.0,0,No Fault,No Fault,0
DL4CBA5131,Maruti Suzuki,Dzire,12,140528,22.1,96.1,1423.9914873732264,60.7,82.2,12.6,14.0,46.1,90.2,33.7,1.5,6.4,1,Fuel System,Fuel Injector Clog,4
DL1CXM1757,Tata,Nexon,8,92632,25.4,102.7,1377.0,29.7,97.3,12.4,7.2,31.9,44.0,33.5,3.9,11.8,0,No Fault,No Fault,0
DL12CZI2737,Hyundai,i10,13,152502,38.0,88.9,771.0,29.7,73.6,13.3,3.7,54.2,11.0,34.1,2.0,11.5,1,Brake System,Worn Brakes,3
DL12CNA2072,Maruti Suzuki,Swift,4,44736,36.1,102.1,1421.0,51.1,84.7,12.8,8.0,25.4,98.5,33.0,0.8,5.8,0,No Fault,No Fault,0
DL2CJA6218,Maruti Suzuki,Baleno,3,32762,19.2,89.2,1312.0,47.3,98.0,13.8,10.0,46.8,94.2,33.6,0.8,8.5,0,No Fault,No Fault,0
DL2CUP8294,Hyundai,i10,7,80658,24.4,101.9,1019.0,41.7,88.9,14.4,6.3,51.5,91.7,32.9,3.0,6.1,0,No Fault,No Fault,0
DL5CAM3122,mahindra,Scorpio,1,8814,42.6,99.6,1785.0,36.1,,14.0,,17.0,52.8,33.8,0.6,11.7,0,No Fault,No Fault,0
DL6CMQ1053,Maruti Suzuki,Dzire,10,116580,26.4,104.8,2081.0,44.0,82.7,14.0,6.6,35.7,80.3,32.2,1.8,8.2,0,No Fault,No Fault,0
DL2CAB3490,Hyundai,Creta,8,92632,25.7,98.5,750.0,47.0,82.5,14.0,8.9,15.0,83.6,34.7,1.4,9.3,0,No Fault,No Fault,0
DL8CDX5478,Tata,Harrier,13,152502,30.0,93.3,1341.0,37.9,74.4,14.3,11.4,17.7,33.9,34.7,0.7,6.8,0,No Fault,No Fault,0
DL9CVJ4134,Tata,Harrier,3,32762,27.2,104.0,1092.0,19.6,95.1,12.4,10.8,29.2,89.7,34.4,2.4,5.2,1,Engine,Low Oil Pressure,10
DL3CJW4014,Maruti Suzuki,Wagon R,6,68684,15.2,94.5,1903.0,49.0,94.3,13.0,7.1,19.4,46.5,33.0,2.2,7.7,0,No Fault,No Fault,0
DL2CQH9362,Hyundai,Venue,6,68684,34.8,101.2,1290.0,63.7,79.8,13.8,14.4,28.7,55.4,32.3,2.9,8.5,0,No Fault,No Fault,0
DL6COZ2404,Tata,Harrier,13,152502,42.4,104.2,2309.0,67.1,70.5,13.9,7.0,58.8,84.3,31.5,3.7,8.0,0,No Fault,No Fault,0
DL2CXY7851,Maruti Suzuki,Swift,4,44736,43.8,96.2,2309.0,46.4,94.5,12.9,5.2,37.1,89.6,31.2,0.6,9.1,0,No Fault,No Fault,0
DL9CLM1640,Maruti Suzuki,Wagon R,2,20788,27.6,94.2,1689.0,43.0,80.7,12.1,8.1,53.5,87.6,32.4,1.6,9.7,1,Electrical System,Charging Failure,7
DL7CRU3999,Maruti Suzuki,Wagon R,12,140528,40.7,96.8,1239.0,52.4,76.9,13.1,12.2,46.6,96.2,32.1,0.7,7.4,0,No Fault,No Fault,0
DL11CPY3595,Maruti Suzuki,Wagon R,7,80658,12.4,96.8,1775.0,44.1,96.4,13.6,7.3,32.8,44.2,33.9,2.2,10.2,0,No Fault,No Fault,0
DL6CIL4805,Honda,Amaze,8,92632,34.9,93.8,801.0,37.1,87.1,13.2,14.6,46.6,83.7,32.4,3.3,10.6,0,No Fault,No Fault,0
DL6CJM9123,Honda,Amaze,9,104606,43.7,89.9,1474.0,61.3,85.5,12.9,6.1,22.3,63.9,32.7,2.1,5.4,0,No Fault,No Fault,0
DL11CJI1798,Hyundai,i10,7,80658,29.0,104.5,1916.0,28.9,97.5,13.8,12.8,31.5,34.1,32.2,2.8,8.0,0,No Fault,No Fault,0
DL3CJR8222,Maruti Suzuki,Swift,12,140528,16.1,103.5,1430.0,68.0,85.9,13.7,4.6,46.1,82.2,32.6,1.1,8.2,0,No Fault,No Fault,0
DL1CHP5360,Maruti Suzuki,Swift,14,164476,10.3,102.2,2129.0,51.2,75.0,14.0,3.8,19.4,90.6,32.4,1.5,6.2,0,No Fault,No Fault,0
DL3CLT2031,Maruti Suzuki,Wagon R,5,56710,36.0,90.2,1577.0,57.2,74.5,12.8,13.6,45.9,69.9,33.5,2.0,6.4,0,No Fault,No Fault,0
DL12CHC8942,Maruti Suzuki,Wagon R,9,104606,41.9,100.9,1374.0,28.1,74.7,13.3,14.4,58.8,32.0,32.4,1.9,5.0,0,No Fault,No Fault,0
DL9CFI5092,mahindra,Scorpio,8,92632,39.4,93.0,2162.0,41.1,81.8,12.4,4.1,27.6,57.3,34.0,3.6,6.8,0,No Fault,No Fault,0
DL12COO7530,Honda,Amaze,3,32762,27.0,91.9,2605.0,42.6,98.2,13.2,13.2,32.6,54.3,32.4,0.7,9.8,1,Transmission,Transmission Slip,10
DL10CDZ1399,Tata,Tiago,7,80658,37.7,103.5,910.0,31.1,95.1,13.4,14.9,47.5,51.5,32.9,3.6,6.4,0,No Fault,No Fault,0
DL9CEF9207,Honda,City,12,140528,11.6,97.5,1906.0,51.1,86.0,13.0,4.9,25.8,71.7,26.7,3.2,9.6,1,Tires,Low Tire Pressure,3
DL6CGP6722,Maruti Suzuki,Dzire,11,128554,39.7,97.8,1955.0,59.0,94.7,14.4,8.9,53.9,80.5,34.1,2.4,10.8,0,No Fault,No Fault,0
DL3CAU2584,Mahindra,Scorpio,6,68684,19.8,98.3,1551.0,48.6,99.6,12.9,4.1,59.2,37.7,33.4,1.6,10.5,0,No Fault,No Fault,0
DL4CGD5411,Maruti Suzuki,Wagon R,9,104606,14.2,92.1,1732.0,60.1,93.3,13.2,7.1,56.9,44.6,31.7,1.7,7.4,0,No Fault,No Fault,0
DL12CKY9508,Maruti Suzuki,Baleno,10,116580,38.3,89.8,2000.0,35.2,79.9,13.0,8.3,35.1,88.6,32.5,3.4,8.6,0,No Fault,No Fault,0
DL7CJR2077,Hyundai,Venue,10,116580,25.8,91.1,815.0,47.4,85.2,14.0,6.4,18.6,74.0,33.0,3.8,7.0,0,No Fault,No Fault,0
DL4CIO1555,Maruti Suzuki,Dzire,13,152502,27.4,100.8,1885.0,64.1,85.2,14.1,8.7,54.7,99.9,34.4,1.9,7.6,0,No Fault,No Fault,0
DL3CHA5453,Honda,Amaze,9,104606,18.8,100.2,1827.0,45.6,89.8,14.3,5.6,52.2,66.4,33.4,0.9,9.2,0,No Fault,No Fault,0
DL12CIS6369,Maruti Suzuki,Swift,8,92632,25.2,91.4,1194.0,47.4,71.3,13.6,4.4,16.5,36.5,31.3,0.5,10.8,0,No Fault,No Fault,0
DL8CPT4712,Hyundai,Venue,1,8814,17.8,105.2,2456.0,30.2,77.6,14.2,14.5,31.8,96.7,34.2,1.6,11.2,0,No Fault,No Fault,0
DL2CDL9212,Hyundai,i10,3,32762,34.4,91.2,2366.0,32.2,81.9,14.3,12.2,25.6,39.9,33.2,0.5,10.4,0,No Fault,No Fault,0
DL4CSU5125,Hyundai,Venue,13,152502,18.2,94.0,2190.0,62.8,85.2,14.4,5.1,48.5,76.4,33.5,3.0,5.7,0,No Fault,No Fault,0
DL9CCK9484,Maruti Suzuki,Dzire,1,8814,15.1,105.6,2232.0,46.1,83.7,14.1,11.4,50.4,79.2,32.2,1.7,8.2,0,No Fault,No Fault,0
DL6CYK9890,Tata,Tiago,12,140528,42.4,95.7,1293.0,35.7,98.7,13.0,7.0,53.6,44.5,33.0,3.0,11.8,0,No Fault,No Fault,0
DL6CZI7186,mahindra,XUV300,4,44736,19.4,106.0,2435.0,68.0,91.5,13.8,9.0,15.6,96.0,32.6,1.5,10.7,0,No Fault,No Fault,0
DL9CYC1870,Hyundai,Creta,7,80658,37.2,100.8,1051.0,59.4,79.4,13.0,13.2,24.8,71.0,32.8,1.3,6.6,0,No Fault,No Fault,0
DL9CNG9899,Honda,City,12,140528,13.5,88.7,1927.0,29.9,75.9,14.2,6.8,54.4,59.3,32.3,0.7,6.3,0,No Fault,No Fault,0
DL9CJQ6464,Maruti Suzuki,Wagon R,5,56710,26.7,88.6,2059.0,58.1,75.7,14.4,4.8,17.5,49.0,34.2,1.8,5.1,0,No Fault,No Fault,0
DL10CVS2004,Maruti Suzuki,Dzire,11,128554,22.4,98.0,2075.0,59.9,78.8,13.4,13.9,44.7,96.1,32.3,0.6,9.3,0,No Fault,No Fault,0
DL11CCH6930,Mahindra,Thar,7,80658,13.0,94.9,2211.0,53.8,87.9,13.4,13.4,22.9,42.1,32.2,2.8,5.4,0,No Fault,No Fault,0
DL9CES5822,Honda,City,1,8814,20.9,96.8,1629.0,63.7,91.1,14.1,9.8,43.1,78.4,34.0,2.3,6.0,0,No Fault,No Fault,0
DL6CKI3188,Tata,Nexon,12,140528,32.9,91.4,705.0,55.8,90.9,12.6,4.4,25.6,84.6,33.0,2.5,7.3,0,No Fault,No Fault,0
DL8CLA9939,Hyundai,Venue,8,92632,32.7,90.8,1468.0,31.8,85.0,13.2,6.9,23.9,91.8,34.0,2.7,9.2,0,No Fault,No Fault,0
DL7CJP9195,Maruti Suzuki,Dzire,2,20788,11.5,101.0,2030.0,65.2,85.8,13.0,6.9,26.2,84.1,31.6,3.2,5.7,0,No Fault,No Fault,0
DL8CSX6701,Maruti Suzuki,Swift,4,44736,30.3,89.2,1059.0,20.4,74.3,12.6,8.8,43.6,35.8,33.6,0.7,11.7,1,Engine,Low Oil Pressure,10
DL8CGG8596,Maruti Suzuki,Swift,11,128554,20.2,99.4,1399.0,62.6,83.9,14.0,9.7,26.7,62.9,33.0,2.9,6.9,0,No Fault,No Fault,0
DL10CBX5514,Maruti Suzuki,Swift,9,104606,15.0,88.7,2871.0,57.4,96.8,14.3,7.4,49.0,70.0,33.3,3.2,7.0,1,Transmission,Transmission Slip,9
DL5CGR7911,Maruti Suzuki,Swift,1,8814,34.9,92.5,1671.0,58.0,71.4,14.3,11.9,32.5,77.6,31.6,1.1,9.6,0,No Fault,No Fault,0
DL6CXN9832,Tata,Harrier,12,140528,18.8,90.0,1083.0,30.8,81.3,14.0,6.5,35.0,80.0,34.3,1.1,9.0,0,No Fault,No Fault,0
DL10CYA1730,Hyundai,i10,6,68684,44.3,94.7,1848.0,66.7,73.5,12.9,14.7,30.1,57.4,32.1,1.2,12.0,0,No Fault,No Fault,0
DL10CDX7191,hyundai,Creta,7,80658,22.3,96.6,750.0,59.3,,12.8,,36.7,72.1,31.2,2.6,10.9,0,No Fault,No Fault,0
DL12CRX7018,Maruti Suzuki,Baleno,14,164476,32.9,92.6,1250.0,31.9,81.3,14.2,11.9,57.3,44.1,32.2,2.5,10.3,0,No Fault,No Fault,0
DL5CQN4992,Hyundai,Creta,2,20788,43.6,98.2,1387.0,43.3,90.9,12.5,6.7,45.2,38.0,32.7,0.9,10.3,0,No Fault,No Fault,0
DL6CPA3425,Maruti Suzuki,Swift,6,68684,42.3,102.6,1477.0,59.0,86.8,14.3,9.0,33.4,50.0,31.4,1.4,9.8,0,No Fault,No Fault,0
DL5CLF4560,Maruti Suzuki,Baleno,10,116580,25.7,103.9,2039.0,52.1,74.8,14.0,10.3,36.6,47.3,33.8,1.1,10.9,0,No Fault,No Fault,0
DL4CPZ3820,hyundai,Venue,13,152502,24.4,101.6,1182.0,51.9,,13.4,,45.4,35.5,34.6,2.4,8.3,0,No Fault,No Fault,0
DL11CWQ5151,Maruti Suzuki,Baleno,3,32762,34.9,99.2,967.0,41.3,80.3,13.8,14.2,53.9,98.6,34.0,3.2,6.7,0,No Fault,No Fault,0
DL2CWD2294,Hyundai,i10,6,68684,38.6,101.4,1551.0,51.9,73.3,13.9,6.5,47.0,45.0,32.2,1.1,7.5,0,No Fault,No Fault,0
DL3COM5635,Tata,Tiago,12,140528,19.1,96.1,1303.0,67.1,86.5,13.4,3.3,25.1,39.0,32.1,0.6,10.6,0,No Fault,No Fault,0
DL2CXM3814,Honda,Amaze,2,20788,40.4,105.4,1767.0,47.5,86.4,13.0,7.4,22.5,41.9,32.5,2.5,5.3,0,No Fault,No Fault,0
DL9CVA3131,Maruti Suzuki,Baleno,14,164476,29.8,104.9,1669.0,35.8,70.6,13.2,9.4,37.1,71.6,31.2,2.7,10.8,0,No Fault,No Fault,0
DL5CAO1854,Hyundai,Venue,3,32762,12.6,97.5,2390.0,36.6,80.4,13.4,13.8,50.8,39.4,34.6,2.2,9.2,0,No Fault,No Fault,0
DL7CRF5450,Honda,City,11,128554,34.8,93.0,1594.0,66.5,70.4,13.1,9.4,42.6,92.3,33.1,3.9,11.0,0,No Fault,No Fault,0
DL1CUV6947,Tata,Tiago,8,92632,39.4,93.6,2417.0,51.1,77.6,14.4,6.6,59.4,75.5,34.9,1.0,6.4,0,No Fault,No Fault,0
DL8CWG4608,Tata,Harrier,11,128554,35.5,102.6,2005.0,59.8,91.4,14.3,10.4,49.2,42.5,31.0,3.9,9.3,0,No Fault,No Fault,0
DL5CEZ9127,maruti suzuki,Swift,14,164476,28.4,95.5,898.0,33.1,,14.0,,49.9,44.0,33.9,0.8,6.2,0,No Fault,No Fault,0
DL11CIZ6565,Maruti Suzuki,Baleno,1,8814,35.1,92.0,815.0,38.2,84.3,14.4,13.2,52.2,83.6,34.6,3.9,9.3,0,No Fault,No Fault,0
DL5CVN8814,Maruti Suzuki,Wagon R,1,8814,23.1,99.9,1479.0,56.2,89.2,13.7,5.6,47.1,75.9,35.0,1.4,10.4,0,No Fault,No Fault,0
DL6CIB3774,Hyundai,i10,8,92632,11.4,94.5,1860.0,41.5,97.5,12.6,13.7,37.7,89.0,32.9,3.2,7.9,0,No Fault,No Fault,0
DL4CZE9160,Hyundai,i10,12,140528,19.4,92.2,1146.0,59.1,97.4,13.3,12.0,32.0,65.9,32.5,3.3,7.1,0,No Fault,No Fault,0
DL8CLN7883,Mahindra,Thar,6,68684,15.0,104.7,1680.0,22.2,74.6,13.1,10.4,55.3,78.5,34.2,1.5,8.4,1,Engine,Low Oil Pressure,10
DL5CKK6314,Hyundai,Venue,11,128554,14.9,95.4,1685.0,61.6,89.7,14.4,7.8,47.0,90.0,31.4,1.5,10.1,0,No Fault,No Fault,0
DL3CRI9317,Tata,Tiago,2,20788,31.4,93.5,1808.0,52.6,78.1,12.4,9.2,44.3,6.3,33.6,1.8,11.2,1,Brake System,Worn Brakes,4
DL3CTO2112,Hyundai,Venue,13,152502,42.7,91.5,1971.0,46.8,76.9,12.9,6.6,46.9,39.4,32.9,3.6,9.9,0,No Fault,No Fault,0
DL5CYD9459,Hyundai,i10,12,140528,15.8,99.8,1443.0,51.3,87.5,13.1,8.2,28.3,44.1,33.9,0.8,9.8,0,No Fault,No Fault,0
DL1CVB8014,Maruti Suzuki,Wagon R,4,44736,43.3,95.7,1056.0,55.2,93.2,13.6,8.7,46.8,77.5,33.4,0.7,9.2,0,No Fault,No Fault,0
DL7CSF4162,Hyundai,i10,10,116580,39.9,101.3,1243.0,52.4,86.5,14.1,8.3,35.7,45.7,33.1,2.4,10.0,0,No Fault,No Fault,0
DL9CNH3112,Maruti Suzuki,Wagon R,6,68684,11.8,93.9,1097.0,53.1,89.8,12.7,5.9,54.8,76.1,33.3,2.3,11.9,0,No Fault,No Fault,0
DL4CUM6405,tata,Harrier,8,92632,18.4,95.7,2175.0,52.8,76.7,14.0,8.6,15.4,50.1,32.7,1.4,7.5,0,No Fault,No Fault,0
DL7CEI4455,Maruti Suzuki,Swift,2,20788,30.4,88.6,1139.0,50.7,87.5,12.7,9.4,30.2,72.5,32.2,2.6,6.5,0,No Fault,No Fault,0
DL4COB1492,Mahindra,XUV300,5,56710,32.3,94.9,730.0,55.6,85.9,13.1,14.5,40.8,50.5,31.6,2.8,9.9,0,No Fault,No Fault,0
DL5CEC3347,Maruti Suzuki,Dzire,4,44736,35.9,97.3,1252.0,36.9,79.9,12.7,6.7,16.0,75.4,34.4,2.6,8.4,0,No Fault,No Fault,0
DL2CQA3187,Maruti Suzuki,Dzire,14,164476,10.8,105.0,825.0,18.3,88.0,12.7,4.9,56.5,57.6,32.9,1.3,10.1,1,Engine,Low Oil Pressure,10
DL2CKF8413,Tata,Tiago,1,8814,10.7,89.3,2413.0,64.8,71.0,14.2,7.0,41.3,69.4,32.4,2.9,6.0,0,No Fault,No Fault,0
DL12CCE4740,Hyundai,Venue,1,8814,10.3,104.5,2272.0,48.3,94.4,12.4,12.4,22.7,95.3,33.7,0.9,11.2,0,No Fault,No Fault,0
DL5CPD7580,maruti suzuki,Dzire,6,68684,13.0,89.7,1075.0,48.6,72.3,14.4,8.1,50.9,67.8,34.4,3.3,10.6,0,No Fault,No Fault,0
DL12CJY6905,Maruti Suzuki,Baleno,7,80658,11.7,101.3,2057.0,38.5,84.7,13.0,12.2,16.1,47.5,32.1,1.8,11.3,0,No Fault,No Fault,0
DL2CES6723,tata,Nexon,8,92632,39.6,94.2,2064.0,55.4,,12.6,,26.0,21.7,32.8,1.2,5.8,1,Brake System,Worn Brakes,4
DL11CLX6922,Honda,City,5,56710,41.4,92.1,935.0,48.6,72.9,14.3,11.8,20.4,87.8,31.9,3.6,10.4,0,No Fault,No Fault,0
DL11COP5836,hyundai,i10,6,68684,27.5,96.4,890.0,42.0,81.0,13.2,8.3,41.1,43.5,32.6,3.6,8.0,0,No Fault,No Fault,0
